,,,,,,,28/07/2026,RELATÓRIO BAHIA ATUALIZADO,,,,28/07/2026,,EM VERDE DATA REPROGRAMADA,,28/07/2026,,,,,,,,
,,,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,28/07/2026 10:10:01,,,,DÚVIDA CLICA AQUI,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,
Coluna 1,cartela,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,LOTES,código OS,DT. RECEBIMENTO,DT. ENTREGA,PRAZO,POSIÇÃO NA PRODUÇÃO,DATA SISTEMA,Coluna 2,DATA ALTERADA,cartelas,CÓDIGO ALTERADO,Column 24,códigos do sistema,conta e ordem
1668,OK,DASS SEST,7,140853,1175396,75595,ATAC. M13725 6MM POLIESTER COR 100,100CM,15929344,492,135564,15928739BR314854,15/07/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,1175396,FILA,
1669,OK,DASS SEST,7,140853,1314385,89667,ATAC. M13725 6MM POLIESTER COR 5508,80CM,15929344,96,135564,15928740BR314855,15/07/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,1314385,FILA,
1670,OK,DASS SEST,7,140853,1314385,89667,ATAC. M13725 6MM POLIESTER COR 5508,90CM,15929344,444,135564,15928740BR314855,15/07/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,1314385,FILA,
1671,OK,DASS SEST,7,140853,1314385,89667,ATAC. M13725 6MM POLIESTER COR 5508,100CM,15929344,540,135564,15928740BR314855,15/07/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,1314385,FILA,
1847,OK,DASS ITABERABA,70,139559,1403527,92950,FITA M32207 C/ GOMA POLIESTER COR 114 / COR 491 / COR 114,15MM,15813978,650,134306,0,11/06/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,1403527,FILA,
1848,OK,DASS ITABERABA,70,139560,1051608,73819,ATAC. M21020 8MM POLIESTER COR 114,115CM,15813994,432,134307,15800638FIL001502-,11/06/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,1051608,FILA,
1850,OK,DASS ITABERABA,70,139560,1051608,73819,ATAC. M21020 8MM POLIESTER COR 114,125CM,15813994,492,134307,15800638FIL001502-,11/06/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,1051608,FILA,
1866,OK,DASS ITABERABA,70,139886,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,100CM,15844940,348,134568,15840444BRITB00536,19/06/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,816378,FILA,
1877,OK,DASS ITABERABA,70,139886,816378,76524,ATAC. M13725 6MM POLIESTER COR 263,110CM,15844940,432,134568,15840451BRITB00536,19/06/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,816378,FILA,
1882,OK,DASS ITABERABA,70,139918,1404465,94982,ATAC. M13725 6MM POLIESTER COR 6002,90CM,15849176,312,134594,15840455BRITB00537,22/06/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,1404465,FILA,
1884,OK,DASS ITABERABA,70,139918,1404465,94982,ATAC. M13725 6MM POLIESTER COR 6002,100CM,15849176,516,134594,15840455BRITB00537,22/06/2026,30/07/2026,2,,03/08/2026,,30/07/2026,,#N/A,1404465,FILA,
1887,OK,DASS ITABERABA,70,140207,1425017,94002,FITA MFGP C/ GOMA POLIESTER COR 6103,15MM,15865298,320,134957,0,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1425017,ASICS,
1888,OK,DASS ITABERABA,70,140208,1400178,93698,CORDAO M9099 POLIESTER COR 5451,1.8MM,15865305,260,134958,0,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1400178,ASICS,
1889,OK,DASS ITABERABA,70,140208,1400177,94876,CORDAO M9099 POLIESTER COR 6103,1.8MM,15865305,720,134958,0,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1400177,ASICS,
1890,OK,DASS ITABERABA,70,140208,1406476,94877,CORDAO M9099 POLIESTER COR 6104,1.8MM,15865305,670,134958,0,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1406476,ASICS,
1892,OK,DASS ITABERABA,70,140210,1310003,87888,ATAC. M18006 POLIESTER COR 5451,120CM,15865300,323,134960,15863744ASB0052860,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1310003,ASICS,
1893,OK,DASS ITABERABA,70,140210,1310003,87888,ATAC. M18006 POLIESTER COR 5451,130CM,15865300,198,134960,15863744ASB0052860,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1310003,ASICS,
1894,OK,DASS ITABERABA,70,140210,1400181,94829,ATAC. M18006 POLIESTER COR 6104,110CM,15865300,890,134960,15863750ASB0052895,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1400181,ASICS,
1895,OK,DASS ITABERABA,70,140210,1400181,94829,ATAC. M18006 POLIESTER COR 6104,120CM,15865300,520,134960,15863750ASB0052895,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1400181,ASICS,
1896,OK,DASS ITABERABA,70,140210,1400182,94830,ATAC. M18006 POLIESTER COR 6103,120CM,15865300,771,134960,15863747ASB0052865,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1400182,ASICS,
1897,OK,DASS ITABERABA,70,140210,1400182,94830,ATAC. M18006 POLIESTER COR 6103,130CM,15865300,677,134960,15863747ASB0052865,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1400182,ASICS,
1898,OK,DASS ITABERABA,70,140210,1307388,87264,ATAC. 6ALN POLIESTER COR 5151,140CM,15865300,311,134960,15863670ASB0052905,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1307388,ASICS,
1899,OK,DASS ITABERABA,70,140210,1341986,89369,ATAC. 6ALN POLIESTER COR 5711,140CM,15865300,373,134960,15863669ASB0052904,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1341986,ASICS,
1900,OK,DASS ITABERABA,70,140210,1231865,85476,ATAC. M22037 6MM REFLEX COR 4085/1,130CM,15865300,1015,134960,15863674ASB0052918,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1231865,ASICS,
1901,OK,DASS ITABERABA,70,140210,1231865,85476,ATAC. M22037 6MM REFLEX COR 4085/1,130CM,15865300,1052,134960,15863675ASB0052918,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1231865,ASICS,
1902,OK,DASS ITABERABA,70,140210,1231865,85476,ATAC. M22037 6MM REFLEX COR 4085/1,130CM,15865300,156,134960,15863673ASB0052919,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1231865,ASICS,
1903,OK,DASS ITABERABA,70,140210,1231865,85476,ATAC. M22037 6MM REFLEX COR 4085/1,140CM,15865300,360,134960,15863674ASB0052918,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1231865,ASICS,
1904,OK,DASS ITABERABA,70,140210,1231865,85476,ATAC. M22037 6MM REFLEX COR 4085/1,140CM,15865300,381,134960,15863675ASB0052918,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1231865,ASICS,
1905,OK,DASS ITABERABA,70,140210,1231865,85476,ATAC. M22037 6MM REFLEX COR 4085/1,140CM,15865300,155,134960,15863673ASB0052919,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1231865,ASICS,
1906,OK,DASS ITABERABA,70,140210,1365482,91133,ATAC. M22037 6MM REFLEX COR 5711,130CM,15865300,942,134960,15863676ASB0052920,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1365482,ASICS,
1907,OK,DASS ITABERABA,70,140210,1365482,91133,ATAC. M22037 6MM REFLEX COR 5711,130CM,15865300,962,134960,15863677ASB0052920,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1365482,ASICS,
1908,OK,DASS ITABERABA,70,140210,1365482,91133,ATAC. M22037 6MM REFLEX COR 5711,140CM,15865300,288,134960,15863676ASB0052920,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1365482,ASICS,
1909,OK,DASS ITABERABA,70,140210,1365482,91133,ATAC. M22037 6MM REFLEX COR 5711,140CM,15865300,305,134960,15863677ASB0052920,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1365482,ASICS,
1910,OK,DASS ITABERABA,70,140210,1392977,94773,ATAC. M22037 6MM REFLEX COR 6127/1,130CM,15865300,834,134960,15863678ASB0052921,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1392977,ASICS,
1911,OK,DASS ITABERABA,70,140210,1392977,94773,ATAC. M22037 6MM REFLEX COR 6127/1,130CM,15865300,873,134960,15863679ASB0052921,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1392977,ASICS,
1912,OK,DASS ITABERABA,70,140210,1392977,94773,ATAC. M22037 6MM REFLEX COR 6127/1,130CM,15865300,57,134960,15863680ASB0052922,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1392977,ASICS,
1913,OK,DASS ITABERABA,70,140210,1392977,94773,ATAC. M22037 6MM REFLEX COR 6127/1,140CM,15865300,300,134960,15863678ASB0052921,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1392977,ASICS,
1914,OK,DASS ITABERABA,70,140210,1392977,94773,ATAC. M22037 6MM REFLEX COR 6127/1,140CM,15865300,343,134960,15863679ASB0052921,26/06/2026,30/07/2026,2,REPROG.,29/07/2026,,30/07/2026,,#N/A,1392977,ASICS,
1915,OK,DASS ITABERABA,70,140210,1392977,94773,ATAC. M22037 6MM REFLEX COR 6127/1,140CM,15865300,56,134960,15863680ASB0052922,26/06/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,1392977,ASICS,
1916,OK,DASS ITABERABA,70,140210,1245215,76319,ATAC. 6AL 6MM POLIESTER COR 4085,130CM,15865300,240,134960,15863728ASB0052936,26/06/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,1245215,ASICS,
1917,OK,DASS ITABERABA,70,140210,1245215,76319,ATAC. 6AL 6MM POLIESTER COR 4085,140CM,15865300,109,134960,15863728ASB0052936,26/06/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,1245215,ASICS,
1918,OK,DASS ITABERABA,70,140210,1245217,85474,ATAC. 6AL 6MM POLIESTER COR 5151,130CM,15865300,225,134960,15863729ASB0052939,26/06/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,1245217,ASICS,
1919,OK,DASS ITABERABA,70,140210,1245217,85474,ATAC. 6AL 6MM POLIESTER COR 5151,140CM,15865300,112,134960,15863729ASB0052939,26/06/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,1245217,ASICS,
1920,OK,DASS ITABERABA,70,140210,1365481,92274,ATAC. 6AL 6MM POLIESTER COR 5711,120CM,15865300,308,134960,15863730ASB0052967,26/06/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,1365481,ASICS,
1921,OK,DASS ITABERABA,70,140210,1365481,92274,ATAC. 6AL 6MM POLIESTER COR 5711,130CM,15865300,164,134960,15863730ASB0052967,26/06/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,1365481,ASICS,
2079,OK,DASS ITABERABA,70,140515,783896,70164,FITA MFGP C/ GOMA POLIESTER COR 100,15MM,15892252,720,135192,0,06/07/2026,30/07/2026,2,,03/08/26,,30/07/2026,,#N/A,783896,FILA,
2080,OK,DASS ITABERABA,70,140515,1354620,90422,FITA MFGP C/ GOMA POLIESTER COR 5703,15MM,15892252,110,135192,0,06/07/2026,30/07/2026,2,,03/08/26,,30/07/2026,,#N/A,1354620,FILA,
2081,OK,DASS ITABERABA,70,140515,1386952,92300,FITA MFGP C/ GOMA POLIESTER COR 788,15MM,15892252,340,135192,0,06/07/2026,30/07/2026,2,,03/08/26,,30/07/2026,,#N/A,1386952,FILA,
2117,OK,DASS ITABERABA,70,140973,1413355,95092,FITA MFGP C/ GOMA POLIESTER COR 599 / COR 100 / COR 599,15MM,15935264,20,135660,0,20/07/2026,30/07/2026,2,,03/08/26,,30/07/2026,,#N/A,1413355,FILA,
2268,OK,DASS VITORIA,391,140709,827533,95643,ATAC. M13801 POLIESTER COR 100,110CM,15911338,300,135432,15909872BRI010359-,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2269,OK,DASS VITORIA,391,140709,827533,95643,ATAC. M13801 POLIESTER COR 100,110CM,15911338,288,135432,15909873BRI010359-,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2270,OK,DASS VITORIA,391,140709,827533,95643,ATAC. M13801 POLIESTER COR 100,110CM,15911338,528,135432,15909874BRI010360,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2271,OK,DASS VITORIA,391,140709,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,15911338,540,135432,15909872BRI010359-,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2272,OK,DASS VITORIA,391,140709,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,15911338,540,135432,15909873BRI010359-,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2273,OK,DASS VITORIA,391,140709,827533,95643,ATAC. M13801 POLIESTER COR 100,120CM,15911338,948,135432,15909874BRI010360,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,827533,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2274,OK,DASS VITORIA,391,140709,827530,95644,ATAC. M13801 POLIESTER COR 102,110CM,15911338,420,135432,15909876BRI010361-,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2275,OK,DASS VITORIA,391,140709,827530,95644,ATAC. M13801 POLIESTER COR 102,110CM,15911338,432,135432,15909877BRI010361-,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2276,OK,DASS VITORIA,391,140709,827530,95644,ATAC. M13801 POLIESTER COR 102,120CM,15911338,540,135432,15909876BRI010361-,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2277,OK,DASS VITORIA,391,140709,827530,95644,ATAC. M13801 POLIESTER COR 102,120CM,15911338,528,135432,15909877BRI010361-,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2278,OK,DASS VITORIA,391,140710,124428,69623,FITA MFGP POLIESTER COR 102,12MM,15912541,30,135433,0,09/07/2026,30/07/2026,2,REPROG.,29/07/26,,30/07/2026,,#N/A,124428,UMBRO,CONTA E ORDEM VITÓRIA X SANTO ANTÔNIO DE JESUS
2411,NÃO,BIBI,805,140881,467297,70253,FITA M4027 C/ GOMA POLIESTER COR 100,15MM,3831720,1000,135588,,16/07/2026,30/07/2026,2,,30/07/26,,,,#N/A,467297,,
2115,OK,DASS ITABERABA,70,140934,1400176,93022,CORDAO M9099 POLIESTER COR 4085,1.8MM,15938286,90,135621,819621,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,1400176,Obs: RNC 87667,
2286,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,110CM,15939117,444,135622,15936834BRI010392-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2287,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,110CM,15939117,456,135622,15936836BRI010392-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2288,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,110CM,15939117,336,135622,15936837BRI010393-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2289,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,110CM,15939117,348,135622,15936838BRI010393-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2290,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,110CM,15939117,324,135622,15936839BRI010394-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2291,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,110CM,15939117,336,135622,15936840BRI010394-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2292,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,120CM,15939117,612,135622,15936834BRI010392-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2293,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,120CM,15939117,636,135622,15936836BRI010392-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2294,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,120CM,15939117,552,135622,15936837BRI010393-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2295,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,120CM,15939117,588,135622,15936838BRI010393-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2296,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,120CM,15939117,552,135622,15936839BRI010394-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2297,OK,DASS VITORIA,391,140935,827530,95644,ATAC. M13801 POLIESTER COR 102,120CM,15939117,552,135622,15936840BRI010394-,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,827530,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2409,OK,DASS VITORIA,391,140954,719432,73276,FITA MFGP POLIESTER COR 057,15MM,15939116,2100,135641,0,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,719432,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2410,OK,DASS VITORIA,391,140954,1410184,74780,FITA MFGP POLIESTER COR 263,15MM,15939116,400,135641,0,17/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,1410184,UMBRO,CONTA E ORDEM VITÓRIA X ITABERABA
2412,NÃO,BIBI,805,141031,467297,70253,FITA M4027 C/ GOMA POLIESTER COR 100,15MM,3832146,2000,135724,,21/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,467297,,
2413,NÃO,BIBI,805,141031,514953,75582,FITA M4027 C/ GOMA LEVE POLIESTER COR 088,15MM,3832146,1000,135724,,21/07/2026,31/07/2026,3,,31/07/26,,,,#N/A,514953,,
1,OK,DASS SEST,7,137289,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,95CM,15542040,396,132095,15538731NBR3282691,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1299257,NIKE,
2,OK,DASS SEST,7,137289,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,95CM,15542040,372,132095,15538734NBR3282691,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1299257,NIKE,
3,OK,DASS SEST,7,137289,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,95CM,15542040,414,132095,15538735NBR3282691,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1299257,NIKE,
4,OK,DASS SEST,7,137289,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15542040,495,132095,15538731NBR3282691,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1299257,NIKE,
5,OK,DASS SEST,7,137289,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15542040,480,132095,15538734NBR3282691,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1299257,NIKE,
6,OK,DASS SEST,7,137289,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,100CM,15542040,516,132095,15538735NBR3282691,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1299257,NIKE,
7,OK,DASS SEST,7,137289,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15542040,60,132095,15538731NBR3282691,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1299257,NIKE,
8,OK,DASS SEST,7,137289,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15542040,60,132095,15538734NBR3282691,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1299257,NIKE,
9,OK,DASS SEST,7,137289,1299257,86978,ATAC. MR130027 6MM RECICLADO COR 4085/PET,105CM,15542040,60,132095,15538735NBR3282691,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1299257,NIKE,
10,OK,DASS SEST,7,137289,1410668,95028,ATAC. MR130027 6MM RECICLADO COR 5422/PET,100CM,15542040,192,132095,15538743NBR3282679,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1410668,NIKE,
11,OK,DASS SEST,7,137289,1410668,95028,ATAC. MR130027 6MM RECICLADO COR 5422/PET,100CM,15542040,168,132095,15538744NBR3282679,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1410668,NIKE,
12,OK,DASS SEST,7,137289,1410668,95028,ATAC. MR130027 6MM RECICLADO COR 5422/PET,100CM,15542040,216,132095,15538745NBR3282679,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1410668,NIKE,
13,OK,DASS SEST,7,137289,1410668,95028,ATAC. MR130027 6MM RECICLADO COR 5422/PET,105CM,15542040,795,132095,15538743NBR3282679,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1410668,NIKE,
14,OK,DASS SEST,7,137289,1410668,95028,ATAC. MR130027 6MM RECICLADO COR 5422/PET,105CM,15542040,576,132095,15538744NBR3282679,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1410668,NIKE,
15,OK,DASS SEST,7,137289,1410668,95028,ATAC. MR130027 6MM RECICLADO COR 5422/PET,105CM,15542040,402,132095,15538745NBR3282679,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1410668,NIKE,
16,OK,DASS SEST,7,137289,1410668,95028,ATAC. MR130027 6MM RECICLADO COR 5422/PET,110CM,15542040,168,132095,15538743NBR3282679,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1410668,NIKE,
17,OK,DASS SEST,7,137289,1410668,95028,ATAC. MR130027 6MM RECICLADO COR 5422/PET,110CM,15542040,156,132095,15538744NBR3282679,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1410668,NIKE,
18,OK,DASS SEST,7,137289,1410668,95028,ATAC. MR130027 6MM RECICLADO COR 5422/PET,110CM,15542040,192,132095,15538745NBR3282679,10/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1410668,NIKE,
21,OK,DASS SEST,7,137935,1070873,76555,ATAC. MR130011 5MM RECICLADO COR 4085,90CM,15632088,998,132712,15625162NBR3282680,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1070873,NIKE,
22,OK,DASS SEST,7,137935,1070873,76555,ATAC. MR130011 5MM RECICLADO COR 4085,95CM,15632088,336,132712,15625162NBR3282680,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1070873,NIKE,
23,OK,DASS SEST,7,137935,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15632088,222,132712,15625151NBR3282774,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1027849,NIKE,
24,OK,DASS SEST,7,137935,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15632088,234,132712,15625152NBR3282774,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1027849,NIKE,
25,OK,DASS SEST,7,137935,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15632088,222,132712,15625154NBR3282789,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1027849,NIKE,
26,OK,DASS SEST,7,137935,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15632088,192,132712,15625155NBR3282789,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1027849,NIKE,
27,OK,DASS SEST,7,137935,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,115CM,15632088,222,132712,15625156NBR3282789,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1027849,NIKE,
28,OK,DASS SEST,7,137935,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,120CM,15632088,843,132712,15625151NBR3282774,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1027849,NIKE,
29,OK,DASS SEST,7,137935,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,120CM,15632088,864,132712,15625152NBR3282774,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1027849,NIKE,
30,OK,DASS SEST,7,137935,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,120CM,15632088,777,132712,15625154NBR3282789,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1027849,NIKE,
31,OK,DASS SEST,7,137935,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,120CM,15632088,732,132712,15625155NBR3282789,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1027849,NIKE,
32,OK,DASS SEST,7,137935,1027849,92568,ATAC. MR110012 8MM RECICLADO COR 4085/PET,120CM,15632088,786,132712,15625156NBR3282789,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1027849,NIKE,
33,OK,DASS SEST,7,137935,1304277,88668,ATAC. MR110022 7MM RECICLADO COR 4085/PET / COR 496/PET,110CM,15632088,156,132712,15625163NBR3282797,28/04/2026,03/08/2026,6,,03/08/26,,,,#N/A,1304277,NIKE,
