,,,,,,,20/08/2026,RELATÓRIO BAHIA ATUALIZADO,,,,20/08/2026,,EM VERDE DATA REPROGRAMADA,,20/08/2026,,,,,,,,
,,,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,20/08/2026 07:24:46,,,,DÚVIDA CLICA AQUI,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,
Coluna 1,cartela,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,LOTES,código OS,DT. RECEBIMENTO,DT. ENTREGA,PRAZO,POSIÇÃO NA PRODUÇÃO,DATA SISTEMA,Coluna 2,DATA ALTERADA,cartelas,CÓDIGO ALTERADO,Column 24,códigos do sistema,conta e ordem
1436,OK,DASS SEST,7,139045,1394642,92688,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1394642,FILA,
1437,OK,DASS SEST,7,139045,1438056,94913,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1438056,FILA,
1438,OK,DASS SEST,7,139045,1416741,95302,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1416741,FILA,
1439,OK,DASS SEST,7,139045,1405825,93208,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1405825,FILA,
1475,OK,DASS SEST,7,139045,1065276,74236,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1065276,FILA,
1476,OK,DASS SEST,7,139045,1065278,74237,FITA M31119 C/ GOMA POLIESTER COR 102 / COR 100 / COR 100,16MM,15757165,270,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1065278,FILA,
1477,OK,DASS SEST,7,139046,1065276,74236,ATAC. M60132 ALPINA COR 2001,135CM,15757173,216,133757,15744418SBF806248,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1065276,FILA,
1490,OK,DASS SEST,7,139045,1065276,74236,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1065276,FILA,
1491,OK,DASS SEST,7,139045,1065278,74237,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1065278,FILA,
1500,OK,DASS SEST,7,139045,1065276,74236,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1065276,FILA,
1513,OK,DASS SEST,7,139045,1065276,74236,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1065276,FILA,
1526,OK,DASS SEST,7,139045,1403524,92945,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1403524,FILA,
1527,OK,DASS SEST,7,139045,1403527,92950,FITA M31119 C/ GOMA POLIESTER COR 102 / COR 100 / COR 100,16MM,15757165,270,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1403527,FILA,
1528,OK,DASS ITABERABA,70,139562,1051608,73819,ATAC. M21020 8MM POLIESTER COR 114,115CM,15814013,216,134309,15800641SBF806269,11/06/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1051608,FILA,
1529,OK,DASS ITABERABA,70,139562,1051608,73819,ATAC. M21020 8MM POLIESTER COR 114,125CM,15814013,216,134309,15800641SBF806269,11/06/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1051608,FILA,
1530,OK,DASS ITABERABA,70,139562,813443,73821,ATAC. M21020 8MM POLIESTER COR 100,115CM,15814013,216,134309,15800633SBF806268,11/06/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,813443,FILA,
1531,OK,DASS ITABERABA,70,139562,813443,73821,ATAC. M21020 8MM POLIESTER COR 100,125CM,15814013,216,134309,15800633SBF806268,11/06/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,813443,FILA,
1534,OK,DASS SEST,7,139045,898941,70164,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,898941,FILA,
1535,OK,DASS SEST,7,139045,783896,70164,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,783896,FILA,
1536,OK,DASS SEST,7,139045,1104264,74030,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1104264,FILA,
1537,OK,DASS SEST,7,139045,1273335,85997,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1273335,FILA,
1538,OK,DASS SEST,7,139045,1411787,86298,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1411787,FILA,
1539,OK,DASS SEST,7,139045,1324782,88618,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1324782,FILA,
1546,OK,DASS ITABERABA,70,140510,1175396,75595,ATAC. M13725 6MM POLIESTER COR 100,100CM,15896320,276,135187,15889173BRITB00543,06/07/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1175396,FILA,
1550,OK,DASS ITABERABA,70,140510,1175396,75595,ATAC. M13725 6MM POLIESTER COR 100,110CM,15896320,480,135187,15889173BRITB00543,06/07/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1175396,FILA,
1552,OK,DASS ITABERABA,70,140510,1321091,90891,ATAC. M13725 6MM POLIESTER COR 5703,90CM,15896320,324,135187,15889184BRITB00544,06/07/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1321091,FILA,
1555,OK,DASS ITABERABA,70,140510,1321091,90891,ATAC. M13725 6MM POLIESTER COR 5703,100CM,15896320,336,135187,15889139BRITB00543,06/07/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1321091,FILA,
1560,OK,DASS ITABERABA,70,140510,1321091,90891,ATAC. M13725 6MM POLIESTER COR 5703,110CM,15896320,576,135187,15889139BRITB00543,06/07/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1321091,FILA,
1562,OK,DASS ITABERABA,70,140510,1176326,75611,ATAC. M13727 POLIESTER COR 100 / COR 263,100CM,15896320,372,135187,15889217BRITB00539,06/07/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1176326,FILA,
1563,OK,DASS ITABERABA,70,140510,1176326,75611,ATAC. M13727 POLIESTER COR 100 / COR 263,110CM,15896320,264,135187,15889217BRITB00539,06/07/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1176326,FILA,
1564,OK,DASS ITABERABA,70,140510,1286937,87968,ATAC. M13727 POLIESTER COR 114 / COR 5535,90CM,15896320,288,135187,15889240BRITB00542,06/07/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1286937,FILA,
1565,OK,DASS ITABERABA,70,140510,1286937,87968,ATAC. M13727 POLIESTER COR 114 / COR 5535,100CM,15896320,228,135187,15889240BRITB00542,06/07/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1286937,FILA,
1566,OK,DASS ITABERABA,70,140510,1403289,95778,ATAC. M13727 POLIESTER COR 4039 / COR 114,100CM,15896320,432,135187,15889239BRITB00539,06/07/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1403289,FILA,
1567,OK,DASS ITABERABA,70,140510,1403289,95778,ATAC. M13727 POLIESTER COR 4039 / COR 114,110CM,15896320,216,135187,15889239BRITB00539,06/07/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1403289,FILA,
1568,OK,DASS SEST,7,139045,783896,70164,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,783896,FILA,
1587,OK,DASS SEST,7,139045,998350,70164,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,998350,FILA,
1588,OK,DASS SEST,7,139045,816595,71376,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,816595,FILA,
1589,OK,DASS SEST,7,139045,903140,72801,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,903140,FILA,
1590,OK,DASS SEST,7,139045,1403309,92883,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1403309,FILA,
1619,OK,DASS SEST,7,139045,1392976,94360,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1392976,FILA,
1620,OK,DASS SEST,7,139045,1392976,94360,FITA M31119 C/ GOMA POLIESTER COR 102 / COR 100 / COR 100,16MM,15757165,270,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1392976,FILA,
1649,OK,DASS SEST,7,139045,1400176,93022,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1400176,FILA,
1652,OK,DASS ITABERABA,70,141494,1321091,90891,ATAC. M13725 6MM POLIESTER COR 5703,90CM,16003576,372,136132,15994438BRITB00553,03/08/2026,20/08/2026,0,,24/08/26,,20/08/2026,,#N/A,1321091,FILA,NORMAL
1654,OK,DASS ITABERABA,70,141494,1390643,95781,ATAC. M13727 POLIESTER COR 114 / COR 100,90CM,16003576,348,136132,15994446BRITB00552,03/08/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1390643,FILA,NORMAL
1656,OK,DASS ITABERABA,70,141494,1390643,95781,ATAC. M13727 POLIESTER COR 114 / COR 100,100CM,16003576,384,136132,15994446BRITB00552,03/08/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1390643,FILA,NORMAL
1657,OK,DASS ITABERABA,70,141494,1390643,95781,ATAC. M13727 POLIESTER COR 114 / COR 100,110CM,16003576,228,136132,15994445BRITB00548,03/08/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1390643,FILA,NORMAL
1673,OK,DASS SEST,7,139045,1175396,75595,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1175396,FILA,
1674,OK,DASS SEST,7,139045,1175396,75595,FITA M31119 C/ GOMA POLIESTER COR 102 / COR 100 / COR 100,16MM,15757165,270,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1175396,FILA,
1677,OK,DASS SEST,7,139045,1314384,75662,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1314384,FILA,
1678,OK,DASS SEST,7,139045,1314384,75662,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1314384,FILA,
1679,OK,DASS SEST,7,139045,1314384,75662,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1314384,FILA,
1686,OK,DASS SEST,7,139045,816378,76524,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,816378,FILA,
1687,OK,DASS SEST,7,139045,816378,76524,FITA M31119 C/ GOMA POLIESTER COR 102 / COR 100 / COR 100,16MM,15757165,270,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,816378,FILA,
1688,OK,DASS SEST,7,139046,816378,76524,ATAC. M60132 ALPINA COR 2001,135CM,15757173,216,133757,15744418SBF806248,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,816378,FILA,
1689,OK,DASS SEST,7,139046,816378,76524,ATAC. M60132 ALPINA COR 2001,145CM,15757173,216,133757,15744418SBF806248,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,816378,FILA,
1724,OK,DASS ITABERABA,70,141510,783896,70164,FITA MFGP C/ GOMA POLIESTER COR 100,15MM,16003218,1220,136147,0,03/08/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,783896,FILA,NORMAL
1732,OK,DASS ITABERABA,70,141510,1413355,95092,FITA MFGP C/ GOMA POLIESTER COR 599 / COR 100 / COR 599,15MM,16003218,150,136147,0,03/08/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1413355,FILA,NORMAL
1733,OK,DASS ITABERABA,70,141510,1401453,95094,FITA MFGP C/ GOMA POLIESTER COR 100 / COR 788 / COR 100,15MM,16003218,230,136147,0,03/08/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1401453,FILA,NORMAL
1734,OK,DASS ITABERABA,70,141510,1401459,95095,FITA MFGP C/ GOMA POLIESTER COR 100 / COR 5982 / COR 100,15MM,16003218,200,136147,0,03/08/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1401459,FILA,NORMAL
1751,OK,DASS SEST,7,139045,1175396,75595,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1175396,FILA,
1752,OK,DASS SEST,7,139045,1175396,75595,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1175396,FILA,
1753,OK,DASS SEST,7,139045,1285915,85757,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1285915,FILA,
1754,OK,DASS SEST,7,139045,1285915,85757,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1285915,FILA,
1755,OK,DASS SEST,7,139045,1051608,73819,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1051608,FILA,
1756,OK,DASS SEST,7,139045,1051608,73819,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1051608,FILA,
1757,OK,DASS SEST,7,139045,1163455,73821,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1163455,FILA,
1758,OK,DASS SEST,7,139045,1163455,73821,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1163455,FILA,
1759,OK,DASS SEST,7,139045,1024417,73877,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1024417,FILA,
1760,OK,DASS SEST,7,139045,1024417,73877,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1024417,FILA,
1761,OK,DASS SEST,7,139045,1140249,78570,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1140249,FILA,
1762,OK,DASS SEST,7,139045,1140249,78570,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1140249,FILA,
1763,OK,DASS SEST,7,139045,1406097,93067,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1406097,FILA,
1764,OK,DASS SEST,7,139045,783896,70164,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,783896,FILA,
1765,OK,DASS SEST,7,139045,1104256,84559,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1104256,FILA,
1766,OK,DASS SEST,7,139045,1273335,85997,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1273335,FILA,
1767,OK,DASS SEST,7,139045,1354721,86191,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1354721,FILA,
1768,OK,DASS SEST,7,139045,1418464,93720,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1418464,FILA,
1769,OK,DASS SEST,7,139045,1294761,87944,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1294761,FILA,
1770,OK,DASS SEST,7,139045,1316829,87946,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1316829,FILA,
1771,OK,DASS SEST,7,139045,1404666,92991,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1404666,FILA,
1772,OK,DASS SEST,7,139045,1403058,95382,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1403058,FILA,
1773,OK,DASS SEST,7,139045,1417771,95383,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1417771,FILA,
1774,OK,DASS SEST,7,139045,1411433,95384,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1411433,FILA,
1791,OK,DASS SEST,7,139045,1173570,73236,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1173570,FILA,
1792,OK,DASS SEST,7,139045,1173570,73236,FITA M31119 C/ GOMA POLIESTER COR 102 / COR 100 / COR 100,16MM,15757165,270,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1173570,FILA,
1793,OK,DASS SEST,7,139046,1173570,73236,ATAC. M60132 ALPINA COR 2001,135CM,15757173,216,133757,15744418SBF806248,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1173570,FILA,
1794,OK,DASS SEST,7,139046,1173570,73236,ATAC. M60132 ALPINA COR 2001,145CM,15757173,216,133757,15744418SBF806248,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,1173570,FILA,
1817,OK,DASS ITABERABA,70,141608,1387456,92181,FITA MFGP C/ GOMA POLIESTER COR 5094,15MM,16015166,260,136241,0,05/08/2026,20/08/2026,0,,14/09/2026,,20/08/2026,,#N/A,1387456,FILA,NORMAL
1830,OK,DASS ITABERABA,70,141842,1403524,92945,FITA M32207 C/ GOMA POLIESTER COR 788 / COR 174 / COR 788,15MM,16041907,10,136549,829918,13/08/2026,20/08/2026,0,,20/08/2026,,,,#N/A,1403524,FILA,NORMAL
1831,OK,DASS ITABERABA,70,141842,998350,70164,FITA MFGP C/ GOMA POLIESTER COR 100,10MM,16041907,245,136549,8299110,13/08/2026,20/08/2026,0,,20/08/2026,,,,#N/A,998350,FILA,NORMAL
1832,OK,DASS ITABERABA,70,141842,998350,70164,FITA MFGP C/ GOMA POLIESTER COR 100,10MM,16041907,260,136549,829915,13/08/2026,20/08/2026,0,,20/08/2026,,,,#N/A,998350,FILA,NORMAL
1833,OK,DASS ITABERABA,70,141842,1354620,90422,FITA MFGP C/ GOMA POLIESTER COR 5703,15MM,16041907,110,136549,829911,13/08/2026,20/08/2026,0,,20/08/2026,,,,#N/A,1354620,FILA,NORMAL
1834,OK,DASS ITABERABA,70,141842,1386952,92300,FITA MFGP C/ GOMA POLIESTER COR 788,15MM,16041907,30,136549,829919,13/08/2026,20/08/2026,0,,20/08/2026,,,,#N/A,1386952,FILA,NORMAL
1835,OK,DASS ITABERABA,70,141896,1410184,74780,FITA MFGP POLIESTER COR 263,15MM,16045217,200,136576,830503,14/08/2026,20/08/2026,0,,28/08/2026,,20/08/2026,,#N/A,1410184,ASICS,NORMAL
1836,OK,DASS ITABERABA,70,141913,1354620,90422,FITA MFGP C/ GOMA POLIESTER COR 5703,15MM,16045833,50,136589,832066,14/08/2026,20/08/2026,0,,21/08/2026,,20/08/2026,,#N/A,1354620,FILA,NORMAL
1840,NÃO,DASS SEST,7,139045,,89560,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,,FILA,
1841,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1842,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1843,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1844,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1845,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1846,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1847,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1848,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1849,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1850,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1851,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1852,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1853,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
1854,OK,DASS SEST,7,139045,827533,95643,FITA M31119 C/ GOMA POLIESTER COR 114 / COR 100 / COR 100,16MM,15757165,160,133756,0,27/05/2026,20/08/2026,0,,24/08/2026,,20/08/2026,,#N/A,827533,FILA,
